,model_id,auc,logloss,mean_per_class_error,rmse,mse
0,GBM_grid_1_AutoML_20190420_204025_model_4,0.7703967065868264,0.5331064645885719,0.3031509097190235,0.4189520657004118,0.1755208333546422
1,GBM_1_AutoML_20190420_204025,0.7567509212344542,0.5177506680770663,0.31160755412252417,0.4178228131421153,0.17457590318199098
2,GBM_grid_1_AutoML_20190420_203958_model_3,0.7561607554122525,0.5085909421161514,0.29904134039613084,0.4138085979621401,0.17123755574739208
3,StackedEnsemble_BestOfFamily_AutoML_20190420_203958,0.7557937010594197,0.5077467287692621,0.2882888070013819,0.4159663509351646,0.1730280051103165
4,StackedEnsemble_AllModels_AutoML_20190420_203958,0.7549228466144634,0.5093555627375497,0.291218044679871,0.4166342502191805,0.1735840984556987
5,GLM_grid_1_AutoML_20190420_203958_model_1,0.7516985260248733,0.5031025560372535,0.2955003454629203,0.4136584622975524,0.17111332343037558
6,GLM_grid_1_AutoML_20190420_204025_model_1,0.7516985260248733,0.5031025560372535,0.2955003454629203,0.4136584622975524,0.17111332343037558
7,GLM_grid_1_AutoML_20190420_204019_model_1,0.7516985260248733,0.5031025560372535,0.2955003454629203,0.4136584622975524,0.17111332343037558
8,GBM_grid_1_AutoML_20190420_203958_model_14,0.7473226623675726,0.5123974704326761,0.3002432634730539,0.4176588265842392,0.17443889542372354
9,GBM_4_AutoML_20190420_203958,0.7464877936434823,0.5244691924597883,0.31403299170888993,0.42344234147923865,0.17930341655742013
10,GBM_grid_1_AutoML_20190420_203958_model_4,0.7463798364808844,0.5197150855368222,0.295413979732842,0.41838246718806,0.1750438888503681
11,GBM_5_AutoML_20190420_203958,0.7463150621833257,0.5143188012919658,0.2923983763242745,0.41693839574718494,0.17383762584823625
12,GBM_3_AutoML_20190420_203958,0.7455593620451405,0.5263695375340612,0.2917866190695532,0.4241947012129319,0.1799411445371286
13,XRT_1_AutoML_20190420_204025,0.7455377706126209,0.8524314340434446,0.3026255181943805,0.4245842410374372,0.18027177773733652
14,GBM_5_AutoML_20190420_204025,0.7453650391524642,0.5156435918965925,0.3011860893597421,0.417314807939308,0.1741516489254215
15,GBM_grid_1_AutoML_20190420_204025_model_7,0.7445805504375863,0.5780775342848082,0.28510047213265777,0.4426343475989343,0.19592516567433424
16,GBM_grid_1_AutoML_20190420_203958_model_1,0.7441415246430216,0.5161161515641199,0.291218044679871,0.4172260279098582,0.17407755836543778
17,GBM_grid_1_AutoML_20190420_204025_model_1,0.7425941386457853,0.5133203055439156,0.299609914785813,0.41795619582672106,0.1746873816299444
18,GBM_1_AutoML_20190420_204019,0.7423710271764163,0.5404589619311646,0.29598255412252417,0.4288670808363677,0.1839269730251075
19,GBM_2_AutoML_20190420_203958,0.7407156840165823,0.5285965910261343,0.3108446568401658,0.42575679741764105,0.18126885054732625
20,GBM_2_AutoML_20190420_204025,0.7387580608014741,0.5287151814872478,0.2934923422385997,0.42512981283426415,0.18073535776049648
21,GBM_1_AutoML_20190420_203958,0.7386788922155689,0.5373512930456882,0.28995134730538924,0.4262104929767289,0.18165538432346628
22,GBM_grid_1_AutoML_20190420_204025_model_9,0.7383622178719484,0.5383734985736917,0.31645842929525564,0.42904048621266855,0.18407573880960304
23,GBM_3_AutoML_20190420_204025,0.7363758060801474,0.53199640591411,0.3102113081529249,0.42608230800422175,0.1815461331942045
24,GBM_grid_1_AutoML_20190420_203958_model_13,0.7353754030400736,0.5722631344150318,0.2936218908337172,0.4400815019342458,0.1936717283447016
25,DRF_1_AutoML_20190420_204025,0.7352746430216491,0.7417198381517709,0.3153644633809305,0.4261683905626571,0.1816194971147655
26,GBM_grid_1_AutoML_20190420_204025_model_8,0.7348931943804698,0.5793747088134668,0.3026039267618609,0.4432248445548311,0.19644826283065425
27,GBM_grid_1_AutoML_20190420_204025_model_6,0.7348931943804698,0.523561544011756,0.31287425149700604,0.4208000355217472,0.17707266989510373
28,GBM_4_AutoML_20190420_204025,0.7332810340856748,0.538678915443,0.3092252994011976,0.4282745993186709,0.18341913242156804
29,GBM_grid_1_AutoML_20190420_203958_model_8,0.7325829111008753,0.564360127599043,0.3121977199447259,0.43644837052178653,0.1904871801311228
30,GBM_grid_1_AutoML_20190420_204025_model_10,0.7323094196222939,0.5228835520929722,0.3019921695071396,0.420318571427224,0.1766677014866224
31,GBM_grid_1_AutoML_20190420_203958_model_11,0.7297616305849839,0.5708721272147564,0.3055331644403501,0.43940894133133895,0.19308021772192807
32,GBM_grid_1_AutoML_20190420_203958_model_5,0.7277104444956242,0.5272486335103508,0.308678316444035,0.42480574481083977,0.18045992082429232
33,GBM_grid_1_AutoML_20190420_204025_model_5,0.7235145094426532,0.878691505028947,0.3269950483648089,0.4698447640477178,0.22075410230305567
34,DRF_1_AutoML_20190420_203958,0.7224637263933672,0.6424884508364239,0.3191933440810686,0.4306448107270926,0.18545495300617346
35,GBM_grid_1_AutoML_20190420_203958_model_12,0.7201462459695993,0.5800189348328157,0.30920370796867797,0.4435486880997737,0.19673543871503035
36,GBM_grid_1_AutoML_20190420_203958_model_2,0.7198151773376325,0.7529799901308494,0.3253972823583602,0.4746544150760031,0.2252968137511426
37,GBM_grid_1_AutoML_20190420_203958_model_15,0.7189371257485029,0.5409489523080439,0.3109742054352833,0.43041552543031203,0.18525752453145156
38,GBM_grid_1_AutoML_20190420_204025_model_3,0.7182533970520498,0.5291859510684436,0.29836480884385075,0.4258680897496638,0.1813636298670277
39,XRT_1_AutoML_20190420_203958,0.7176416397973284,0.5330027330143153,0.3256779709811147,0.43035931561265256,0.1852091405345907
